AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,LOAN_NUM_CLOSED,LOAN_NUM_TOTAL,PERSONAL_INCOME,AGREEMENT_RK,TARGET
58,1,3,0,0,1,0,0,6000,63009247,0
46,0,2,2,1,0,0,0,7000,60102329,0
25,1,1,1,1,0,1,1,6500,65495225,0
36,0,6,6,1,0,1,1,20000,64343517,0
44,1,1,1,1,0,0,0,8000,61107469,0
31,0,2,2,1,0,1,1,7000,62500127,0
37,1,2,2,1,0,4,5,7000,66768662,1
25,0,1,1,1,0,2,3,25000,62239277,0
40,0,0,0,1,0,2,2,10500,74531220,0
47,0,1,1,1,0,1,1,20000,63330336,0
32,1,2,2,1,0,0,0,8000,61168308,0
56,0,0,0,1,0,0,0,21000,62598628,0
36,1,2,2,1,0,0,0,6000,60054473,0
59,1,0,0,0,1,0,0,6000,74035935,0
23,1,0,0,1,0,0,0,10000,66198602,0
38,1,2,2,1,0,0,0,14500,60385930,0
50,1,2,0,1,0,2,2,9000,67026520,0
23,0,0,0,1,0,0,0,15000,64835280,1
23,1,0,0,1,0,1,1,5500,63985055,1
64,0,0,0,0,1,1,2,10000,74645171,0
28,0,0,0,1,0,0,0,15000,61360183,1
40,1,1,1,1,0,2,2,8000,67210606,0
48,1,0,0,1,0,1,1,10000,61527552,0
26,1,1,1,1,0,1,1,5000,65492258,0
56,1,1,1,0,1,1,2,6000,66971408,0
22,1,0,0,1,0,0,0,9000,61971854,0
49,1,1,0,1,0,0,0,20000,64436118,0
53,1,0,0,1,0,0,0,12000,62144551,0
62,1,2,0,0,1,1,2,12000,61918917,0
52,0,1,0,1,0,1,1,15000,62617782,0
63,1,0,0,1,1,0,0,4800,61230956,0
23,0,0,0,1,0,1,1,7500,62503164,0
40,1,4,4,1,0,0,0,8500,63093723,0
44,0,0,0,1,0,0,0,35000,74271289,0
26,1,1,1,1,0,0,0,20000,65204974,0
34,0,2,2,1,0,0,0,7000,66895221,0
40,1,0,0,1,0,1,1,15000,61069152,0
54,1,0,0,1,0,0,0,6000,60186596,0
56,1,2,0,1,0,1,2,15000,61376669,0
34,1,1,1,1,0,3,3,20000,66893467,0
26,1,0,0,1,0,1,2,10000,61424740,0
40,1,2,2,1,0,1,2,10000,73830909,1
24,1,0,0,1,0,2,3,10000,66771914,0
59,1,3,1,1,0,0,0,8000,67320556,1
51,1,0,0,1,0,1,1,10000,60098538,0
56,1,2,0,1,0,2,2,13000,67088830,0
53,1,0,0,1,0,0,0,23000,62431842,0
57,1,2,0,1,1,0,0,12000,60451293,0
34,1,1,1,1,0,1,1,8000,60445705,0
33,1,0,0,1,0,0,0,8000,62180272,0
29,1,1,1,1,0,1,1,15000,61932518,0
46,1,0,0,1,0,0,0,5600,74012446,0
48,0,0,0,1,0,1,1,12000,66765952,0
45,0,1,1,1,0,1,2,15000,61457005,0
37,1,0,0,1,0,0,0,15000,62783712,0
35,1,3,3,1,0,2,2,6000,74188794,1
58,1,2,2,0,1,0,0,8000,66188140,0
51,1,3,0,1,0,1,1,7000,61433586,0
57,0,0,0,0,1,0,0,5000,64845133,0
33,1,1,1,1,0,0,0,7000,72299505,0
54,1,0,0,1,0,3,3,25000,66658103,0
60,0,0,0,1,0,1,1,25000,61122184,0
44,1,0,0,1,0,0,0,8000,61367673,0
31,1,1,1,1,0,0,0,6000,67526852,0
34,1,1,1,1,0,0,0,10000,61167413,0
43,1,2,1,1,0,1,2,11000,65411490,0
27,0,1,1,1,0,0,0,12000,63915969,1
38,0,2,1,1,0,1,2,25000,72289818,0
51,0,2,1,1,0,0,0,17000,67210814,0
56,1,0,0,1,1,0,0,14000,61419357,0
36,1,2,2,1,0,1,1,10000,59923424,0
53,0,1,0,1,0,0,0,15000,75000923,0
42,1,2,1,1,0,2,2,15000,67076209,0
56,0,0,0,1,0,2,2,60000,67028372,0
39,0,2,2,1,0,0,0,10000,64374025,0
49,1,0,0,1,0,4,5,8000,74645347,0
24,1,0,0,1,0,1,1,10000,65481821,0
53,1,1,0,1,0,0,0,14000,62142235,0
29,0,0,0,1,0,2,2,13000,66747739,1
37,0,2,2,1,0,1,1,15000,60095919,0
23,1,1,1,1,0,1,1,9000,65571249,0
32,0,1,1,1,0,0,0,13000,67542447,0
60,0,1,0,1,0,1,1,12000,61426747,0
24,0,0,0,1,0,1,1,11500,61925840,1
34,1,2,2,1,0,0,0,15000,62622579,0
40,0,1,1,1,0,0,0,15000,60085121,0
41,0,3,3,1,0,3,3,8000,74539748,0
35,1,2,2,1,0,2,2,18000,61081143,0
62,1,2,0,0,1,2,2,7900,66522088,0
55,1,2,0,1,0,2,2,6000,61441330,0
32,0,0,0,1,0,0,0,10000,67545193,0
39,0,1,1,1,0,0,0,30000,62998274,0
54,1,2,0,1,0,0,0,15000,60109934,0
27,0,1,2,1,0,1,1,20000,61128668,0
51,1,2,0,1,0,0,0,12000,61227971,0
27,0,1,1,1,0,1,1,11500,61029080,0
27,1,1,1,0,1,1,2,6800,66903710,0
30,0,1,1,1,0,1,2,12000,67217169,0
33,0,0,0,1,0,0,0,25000,62037914,0
24,1,0,0,1,0,1,2,10000,67138555,0
37,1,1,1,1,0,3,3,14500,67096107,0
24,0,0,0,1,0,1,1,17000,62504997,1
33,1,2,2,1,0,2,2,4500,74190268,0
33,0,2,2,1,0,0,0,9000,61527265,0
28,0,0,0,1,0,0,0,12000,61460995,1
32,1,0,0,1,0,1,2,13000,66717026,0
43,1,1,1,1,0,1,1,9000,62485821,0
43,1,1,0,1,0,0,0,7000,62364181,0
35,1,0,0,0,1,0,0,3500,62365346,0
22,0,0,0,1,0,0,0,10000,60089140,0
22,0,0,0,1,0,0,0,12000,61308251,0
22,1,0,0,1,0,0,0,11000,66188235,0
37,1,2,2,1,0,0,0,5000,61522476,0
29,0,2,3,1,0,0,0,27000,62767827,0
27,0,0,0,1,0,2,2,20000,74656893,0
39,1,1,1,1,0,0,0,10000,61372696,1
29,1,1,1,1,0,2,2,12500,67233221,0
59,0,0,0,1,0,2,2,20000,67073733,0
28,1,1,1,1,0,4,4,12000,75205958,0
47,1,1,0,1,0,1,1,7000,74646457,0
29,0,0,0,1,0,4,4,16000,66747511,0
49,1,0,0,1,0,0,0,8000,67337755,0
26,0,1,1,1,0,1,1,15000,61164042,0
35,1,0,0,1,0,0,0,4500,61252167,1
60,1,2,0,0,1,0,0,6000,74021243,0
39,0,1,2,1,0,0,0,15000,67546557,0
59,1,1,0,1,1,0,0,9500,61853634,0
24,0,0,0,1,0,0,0,15000,62249688,1
41,1,1,0,1,0,1,1,30000,62503313,0
30,0,1,1,1,0,0,0,30000,62942678,0
46,1,2,0,1,0,0,0,16000,61233790,0
45,1,1,0,1,0,1,1,20000,59960165,0
62,0,2,0,0,1,0,0,6000,62801811,0
46,1,0,0,1,0,0,0,4000,72302210,0
31,1,1,1,1,0,0,0,20000,61251391,0
31,1,1,0,1,0,0,0,12000,64465732,1
31,1,1,1,1,0,3,4,10000,65247029,0
26,0,2,2,1,0,3,5,21000,74648574,0
51,1,0,0,1,0,0,0,8000,60458181,0
27,1,0,0,1,0,0,0,15000,64425765,0
59,1,0,0,0,1,3,3,20000,66908676,0
29,0,1,1,1,0,2,2,10000,66753414,0
60,1,1,0,0,1,1,1,16000,61120885,0
44,1,0,0,1,0,1,1,10000,59939964,0
35,1,1,1,1,0,1,1,15000,62498375,0
53,1,2,0,0,1,0,0,5200,64423833,0
54,0,2,0,1,0,1,2,18000,61111922,0
57,1,2,0,0,1,1,2,6000,66902318,0
32,1,3,3,1,0,1,1,13000,65252990,0
23,0,0,0,1,0,2,3,16000,74994393,0
31,0,1,1,1,0,0,0,15000,63088421,0
54,1,0,0,1,0,0,0,10000,67425580,1
35,1,2,2,1,0,1,1,6000,60527022,0
28,0,2,2,1,0,0,0,15000,62035662,0
32,0,1,0,1,0,1,1,20000,61110249,0
37,1,2,1,1,0,0,0,15000,73816632,0
39,0,1,1,1,0,0,0,10000,64469080,0
55,1,2,0,1,0,0,0,8000,64844049,0
59,1,0,0,1,0,0,0,35000,61161537,0
27,1,0,0,1,0,3,3,14000,67083884,0
42,1,1,1,1,0,2,2,5300,74031333,0
29,0,0,0,1,0,1,1,42000,61977029,0
24,1,0,0,1,0,1,1,10000,67086911,0
32,1,1,1,1,0,0,0,40000,62389378,1
36,0,0,0,1,0,0,0,32000,66972953,0
47,0,2,2,1,0,0,0,15000,61159221,0
32,1,1,1,1,0,5,5,14000,66892945,0
42,1,1,1,1,0,0,0,6000,61232028,0
26,0,0,0,1,0,1,2,20000,72302030,0
29,0,1,1,1,0,5,6,15000,66832762,0
28,0,0,0,1,0,0,0,20000,61306173,1
62,1,3,0,0,1,0,0,5000,62376752,0
54,1,2,0,1,1,0,0,14000,60052843,0
60,1,3,0,0,1,0,0,9000,62036653,0
23,0,0,0,1,0,0,0,20000,62244319,0
27,0,1,1,1,0,1,2,16000,74842940,0
26,0,0,0,1,0,0,0,34000,63000326,0
47,1,1,0,1,0,2,2,15000,67169442,0
31,1,0,0,1,0,0,0,7000,61529841,0
33,1,2,0,1,0,0,0,15500,64885482,0
53,1,0,0,1,0,1,1,7000,59931767,0
34,1,1,1,1,0,0,0,12000,65202361,0
51,1,2,0,1,0,0,0,15000,64428324,0
64,1,0,0,0,1,1,1,6608,63595158,0
24,1,0,0,1,0,1,1,12000,66086377,0
39,1,3,2,1,0,0,0,9000,62141180,0
58,1,2,0,1,1,1,2,14000,74652968,1
37,1,0,0,0,1,0,0,8400,72293859,0
48,0,0,0,1,0,0,0,13000,61537453,0
60,1,0,0,0,1,0,0,7200,64470751,0
49,1,2,0,1,0,2,2,6000,74553311,0
29,1,0,0,1,0,0,0,11000,62985798,0
58,1,0,0,1,1,0,0,12000,64549460,0
32,0,1,1,1,0,0,0,8000,63902362,1
33,0,1,1,1,0,1,1,15000,61063953,0
44,1,2,0,1,0,1,2,15400,67442370,0
22,0,0,0,1,0,1,1,9000,65239038,0
55,1,1,1,1,1,0,0,18500,61413550,0
45,0,1,1,1,0,0,0,12000,66909820,0
50,1,0,0,1,0,2,2,11000,66842693,0
46,1,2,0,1,0,2,2,6500,66517047,0
38,0,1,2,1,0,0,0,15000,61412974,1
40,1,2,0,1,0,0,0,6500,61877309,0
39,0,0,0,1,0,0,0,8000,63902810,0
54,1,0,0,1,0,1,2,13000,74953464,0
38,1,1,1,1,0,3,3,10000,66530646,0
23,0,1,1,1,0,2,2,40000,63636315,1
37,0,0,0,1,0,0,0,8000,67321447,1
38,0,2,2,1,0,1,1,25000,64995360,0
46,0,0,0,1,0,0,0,16000,62800936,0
36,0,0,0,1,0,1,2,18000,74829259,0
38,0,2,2,1,0,0,0,14000,61838528,0
39,0,0,0,1,0,0,0,15000,72285844,0
40,1,1,1,1,0,0,0,6500,64892397,0
25,0,0,0,1,0,1,1,20000,61082490,0
60,1,3,0,1,1,1,1,24000,64335992,0
25,0,0,1,1,0,0,0,17000,67444422,0
35,1,1,1,1,0,1,2,8000,67424269,0
24,1,0,0,1,0,0,0,6000,61157186,0
34,1,2,2,1,0,1,1,20000,61315703,0
53,0,2,1,1,0,0,0,22000,67279005,0
44,1,2,1,1,0,1,1,5000,63635365,0
37,0,1,2,1,0,1,1,40000,62505169,0
45,0,0,0,1,0,4,5,9000,66747826,0
34,1,1,0,1,0,0,0,24000,74487055,0
53,1,7,1,0,1,0,0,4400,74025823,0
49,1,0,0,1,0,3,3,5000,75004003,0
41,1,1,1,1,0,2,2,6500,66516294,0
57,1,0,0,1,1,0,0,30000,64891739,0
29,1,1,1,1,0,0,0,8000,62135459,0
37,0,2,2,1,0,2,3,15000,67021308,0
25,0,1,1,1,0,0,0,35000,64824352,0
54,0,0,0,1,0,1,1,8000,74994062,0
25,0,0,0,1,0,0,0,15000,64459289,1
31,1,0,0,1,0,4,5,15000,63810765,0
64,0,5,0,1,1,1,1,10000,62497028,0
32,0,1,1,1,0,0,0,20000,64842297,0
41,1,1,1,1,0,0,0,6500,60451566,0
47,1,1,0,1,0,0,0,7000,62257965,0
34,1,0,0,1,0,0,0,20000,62368580,0
24,0,0,0,1,0,0,0,16000,62809272,0
52,1,0,0,1,0,0,0,8000,64469327,0
28,1,3,3,1,0,3,4,8000,67218857,0
34,0,2,2,1,0,3,3,15000,74941637,0
24,1,1,1,1,0,1,1,8000,66073714,0
35,0,2,2,1,0,2,2,30000,67072530,0
52,1,0,0,1,0,1,2,10000,74484684,0
58,1,0,0,0,1,0,0,7000,62016940,0
61,0,0,0,0,1,0,0,4700,61146613,0
50,1,3,1,1,0,1,2,16000,61458065,0
61,1,2,0,1,1,1,2,12000,63985464,0
31,1,1,1,1,0,2,2,6000,66411317,0
54,1,3,0,1,1,2,2,16000,66745294,0
25,0,0,0,1,0,1,2,13000,75021172,0
28,1,1,1,1,0,1,1,8000,59921422,0
50,1,0,0,1,0,1,3,5000,61457915,0
29,1,2,2,1,0,0,0,4500,66918507,0
39,1,1,1,1,0,0,0,18000,60114281,1
23,1,0,0,1,0,0,0,8000,66189520,0
31,1,1,1,1,0,0,0,4000,60385539,0
35,0,2,2,1,0,0,0,11000,62364332,1
48,1,2,1,1,0,0,0,45000,65227505,0
32,0,2,2,1,0,2,2,18000,75031607,0
30,0,1,1,1,0,0,0,15000,63908380,0
30,1,2,2,1,0,0,0,13000,60459225,1
43,0,1,1,1,0,2,3,18000,67228359,0
42,0,1,0,1,0,1,1,10000,59932520,0
23,1,1,1,1,0,0,0,8000,75283272,0
61,1,2,0,0,1,1,1,5500,59918141,0
52,1,0,0,1,0,0,0,18000,62997633,1
34,1,1,1,1,0,3,3,7500,66764217,1
28,1,1,1,1,0,1,1,15000,66846712,1
37,1,1,1,1,0,0,0,11000,61876859,0
58,1,1,0,1,1,2,2,13000,67233828,0
51,1,2,0,1,0,0,0,25000,60193880,0
54,1,0,0,1,0,0,0,15000,67548336,1
26,1,1,1,1,0,0,0,12000,62255144,1
25,0,0,0,1,0,0,0,16000,64832967,1
31,0,1,1,1,0,1,1,20000,59915484,0
22,1,1,1,1,0,0,0,8726,64469957,0
27,1,1,1,1,0,0,0,10000,66894965,0
50,1,2,0,1,0,0,0,9000,60463703,0
29,1,1,1,1,0,0,0,13000,61435437,0
38,1,1,1,1,0,0,0,17000,61433822,1
56,0,2,0,0,1,0,0,7500,61378892,0
61,1,4,0,1,0,0,0,15000,64338880,0
30,0,1,1,1,0,1,1,15000,64283927,0
45,1,0,0,1,0,1,1,7500,65238266,0
33,1,1,1,1,0,1,1,17000,63624739,0
33,1,1,1,1,0,0,0,14000,62022352,0
40,1,2,2,1,0,0,0,15000,66196376,0
61,0,0,0,1,0,1,2,13000,75291177,0
47,0,1,1,1,0,0,0,15000,62028902,0
24,1,0,0,1,0,1,2,12000,63635952,1
52,0,2,0,1,0,4,4,13000,66587484,0
54,1,2,0,1,0,1,1,15000,61060050,0
50,0,0,0,1,0,1,1,6000,61963256,0
42,1,2,1,1,0,1,1,9000,73843428,1
26,0,2,2,1,0,0,0,10000,61064339,0
43,1,0,0,1,0,0,0,14000,62129591,0
29,0,1,1,1,0,2,2,6000,66313868,0
54,1,2,0,1,0,1,1,30000,67204029,0
44,0,1,1,1,0,2,2,10000,66598974,0
58,1,2,1,0,1,1,1,6500,62483207,0
37,1,1,1,1,0,0,0,8000,61833964,0
26,1,0,0,1,0,3,4,7000,74181665,0
30,1,0,0,1,0,2,2,15000,67091882,0
37,1,2,2,1,0,2,2,19700,66700317,0
59,1,0,0,0,1,1,1,6500,61925439,0
22,0,0,0,1,0,0,0,10000,61528823,0
26,1,0,0,1,0,0,0,25000,73834145,1
48,1,3,0,1,0,1,2,10000,67315947,0
26,1,0,0,1,0,2,2,11000,66426668,0
60,1,0,0,0,1,0,0,7000,61312543,0
51,1,0,0,1,0,1,2,6000,61924670,1
47,1,1,0,1,0,1,1,25000,59931983,1
22,1,0,0,1,0,1,2,12000,74953773,0
36,1,2,2,1,0,0,0,13000,64467520,1
47,1,2,0,1,0,0,0,22000,74838705,0
51,0,0,0,1,0,2,2,9000,67079917,0
36,1,1,1,1,0,2,2,28000,67539982,1
61,0,0,0,0,1,0,0,7600,72302404,0
50,1,3,3,0,1,0,0,12000,65223898,0
42,0,0,0,1,0,1,1,14000,63984480,0
36,0,3,3,1,0,1,1,50000,67168518,0
37,0,1,1,1,0,0,0,20000,61848796,0
60,1,2,0,0,1,0,0,8000,62946354,0
22,0,0,0,1,0,0,0,10500,61471948,0
57,1,1,0,1,1,0,0,10000,73840069,0
56,1,1,0,1,0,1,1,20000,74523700,0
64,0,0,0,1,0,1,1,7500,63106281,0
22,1,0,0,1,0,0,0,5000,66200566,0
32,1,0,0,1,0,1,1,8000,61057603,0
39,1,1,1,1,0,2,3,5500,66899770,0
63,1,2,0,0,1,0,0,8000,72294895,0
26,1,2,2,1,0,1,2,4500,65475940,0
30,0,0,0,1,0,1,1,32000,65008653,0
36,0,3,3,1,0,0,0,17000,62094606,0
41,1,1,1,1,0,0,0,20000,64848745,0
24,1,0,0,1,0,0,0,10000,73829974,0
65,0,2,0,0,1,0,0,12900,62998461,0
41,1,1,1,1,0,0,0,6000,74019807,0
38,1,1,1,1,0,1,1,12000,61379487,0
48,1,2,0,1,0,0,0,12000,73846864,0
37,1,0,0,1,0,0,0,25000,61463949,0
57,1,0,0,1,1,0,0,8000,63602980,1
23,0,0,0,1,0,0,0,17000,60116059,1
63,1,1,0,1,0,0,0,12000,62036779,0
50,1,0,0,1,0,0,0,17000,63585487,0
44,1,1,1,1,0,1,1,11000,65496894,0
29,1,0,0,1,0,3,3,27000,74818479,0
35,1,1,1,1,0,1,1,8000,67012959,0
54,0,2,0,1,1,0,0,20000,62593904,0
41,0,0,0,1,0,0,0,15000,60392466,0
55,1,1,1,0,1,0,0,7101,73830022,0
43,0,2,2,1,0,1,2,13500,67172531,1
32,0,1,2,1,0,1,2,30000,63757457,1
48,0,0,0,1,0,0,0,11000,60403153,0
42,0,1,1,1,0,2,2,8000,66916539,0
51,0,2,0,1,0,0,0,30000,72269843,1
39,1,1,1,1,0,2,2,18000,67529391,1
35,1,2,2,1,0,1,1,18000,61520792,0
33,0,0,0,1,0,0,0,25000,62136123,0
26,1,0,0,1,0,0,0,23000,74280405,1
42,1,0,0,1,0,0,0,12000,64473054,1
31,0,1,1,1,0,0,0,10000,62166500,0
46,0,0,0,1,0,0,0,8000,61371858,0
49,1,2,2,1,0,1,1,12000,61082728,0
41,1,0,0,0,1,0,0,8000,64422297,0
50,0,1,0,1,0,0,0,12000,75282459,0
29,1,1,1,1,0,1,1,11000,62941106,0
48,0,1,1,1,0,0,0,10000,61353302,0
47,1,2,0,1,0,1,1,25000,61301155,1
49,1,0,0,1,0,0,0,35000,74269928,0
29,0,0,0,1,0,0,0,10000,63327912,0
54,1,2,0,1,0,0,0,8000,61517296,0
24,0,0,0,1,0,0,0,20000,61975769,0
40,1,2,2,1,0,0,0,5000,60104092,0
31,1,1,1,1,0,0,0,18000,62591140,0
24,1,0,0,1,0,1,1,15000,66090215,0
27,1,0,0,1,0,1,1,12000,64365821,0
30,0,2,2,1,0,1,1,25000,61229461,0
28,1,0,0,1,0,1,1,12000,62504045,0
57,1,2,0,0,1,1,1,4200,74535595,0
39,0,3,2,1,0,0,0,18000,60037740,0
55,0,2,0,1,0,0,0,6000,62952254,1
38,1,2,2,1,0,1,2,12000,62253351,0
32,0,2,2,1,0,0,0,17000,61228377,0
30,1,0,0,1,0,0,0,16000,64569804,0
52,1,4,0,1,1,0,0,20000,62591730,0
32,1,1,1,1,0,0,0,25000,61371804,0
38,1,1,1,1,0,2,2,6000,65251727,1
53,0,2,0,1,0,1,1,10500,65421990,0
26,1,0,0,1,0,1,1,15000,67167959,1
27,1,1,1,1,0,0,0,12000,63912125,0
33,1,1,1,1,0,0,0,19000,61300940,0
40,1,1,1,1,0,1,1,7000,74169997,0
48,1,0,0,1,0,0,0,12000,62186602,0
46,0,0,0,1,0,0,0,15000,60395964,0
56,1,1,0,0,1,0,0,8600,75201835,0
31,0,1,1,1,0,0,0,15000,61302898,0
28,1,2,2,1,0,0,0,10500,67208143,0
27,1,0,0,1,0,1,1,10000,59921016,1
31,1,0,0,1,0,0,0,20000,67535579,0
43,1,1,1,1,0,2,2,20000,66590910,0
58,1,4,0,0,1,0,0,5700,62075410,0
23,1,0,0,1,0,0,0,15000,64441131,0
43,0,0,0,1,0,2,2,10000,74639826,0
39,0,0,0,1,0,1,1,15000,67080231,0
37,0,2,2,1,0,0,0,15000,63325691,0
26,0,1,1,1,0,1,2,10000,59969571,0
62,1,1,0,1,0,0,0,13500,64461062,0
34,0,0,0,1,0,0,0,16000,63086988,0
52,1,3,0,1,0,0,0,7000,64836671,0
48,0,1,0,1,1,0,0,15000,65219673,0
55,1,4,0,1,0,1,1,12000,74546977,0
25,1,0,0,1,0,2,2,15000,63624074,0
22,1,0,0,1,0,1,2,13000,74942137,0
30,1,1,1,1,0,1,1,7000,61467767,0
44,1,3,0,1,0,0,0,5200,60035449,1
44,1,2,0,1,0,0,0,4300,61252377,0
25,0,0,0,1,0,0,0,18000,59976802,0
23,1,0,0,1,0,0,0,12000,61372739,0
49,0,2,0,1,0,0,0,15000,64824983,0
31,0,1,1,1,0,1,1,15000,61925149,0
58,1,1,0,0,1,1,1,7200,74551204,0
51,0,2,0,1,0,1,1,10000,61057178,0
41,1,2,2,1,0,0,0,7000,74025678,0
29,0,1,1,1,0,2,2,14000,66660119,0
25,0,0,0,1,0,0,0,12000,63090265,0
26,0,1,1,1,0,0,0,20000,61963290,0
23,1,1,1,1,0,1,1,13000,75001846,0
26,1,1,1,1,0,1,1,10000,66085839,0
25,0,2,2,1,0,1,1,10000,61296594,0
28,1,2,2,1,0,0,0,12000,63003915,0
51,1,2,0,1,0,0,0,6000,62076556,0
45,1,1,1,1,0,0,0,17000,62942965,0
49,0,2,1,1,0,1,2,11000,67219793,1
25,1,0,0,1,0,1,1,12000,65415958,0
23,1,0,0,1,0,0,0,32000,67438202,0
39,1,2,2,1,0,3,3,12500,66320327,0
35,0,2,2,1,0,0,0,20000,73841937,0
45,1,1,1,1,0,3,4,20000,74959832,0
32,0,1,1,1,0,1,1,40000,62508424,0
56,1,0,0,0,1,1,1,3700,74469283,0
32,1,0,0,1,0,1,1,20000,67541979,1
31,0,1,1,1,0,0,0,10000,65282455,0
46,1,2,0,1,0,0,0,15000,67433625,0
36,1,2,2,1,0,0,0,10000,65231255,0
55,0,2,0,1,0,1,2,5500,61377939,0
25,0,0,0,1,0,2,3,35000,64592626,0
53,1,2,0,1,0,1,1,12000,63998327,0
54,0,0,0,1,0,1,1,40000,66848208,0
34,1,1,1,1,0,2,3,11000,61922007,0
50,1,1,0,0,1,1,1,8000,59930942,0
41,1,1,0,1,0,0,0,7500,75201523,0
23,1,0,0,1,0,0,0,20000,67213903,0
61,1,0,0,0,1,0,0,4500,61540320,0
24,1,1,1,1,0,4,4,10000,67084362,0
52,1,0,0,1,0,0,0,24000,60446727,0
50,0,0,0,1,0,3,3,6000,66404898,0
62,1,1,0,1,1,0,0,13300,64426430,0
26,0,1,1,1,0,0,0,15000,62186368,0
39,1,1,1,1,0,0,0,10000,75291338,0
23,0,0,0,1,0,1,1,10500,61926445,0
28,1,1,1,1,0,0,0,10000,61519195,0
25,1,0,0,1,0,1,1,13000,67170955,0
53,0,0,0,1,0,0,0,40000,62162759,0
45,0,1,1,1,0,1,1,25000,74818388,0
28,1,0,0,1,0,0,0,14000,61132342,0
40,1,0,0,1,0,1,2,11000,61441155,0
61,0,1,0,0,1,0,0,6000,62128974,0
38,1,2,2,1,0,0,0,7800,63605317,0
23,1,0,0,1,0,1,2,11000,74656440,0
36,0,1,1,1,0,0,0,25000,67434759,0
42,1,1,1,1,0,0,0,14000,62138253,0
47,0,0,0,1,0,2,2,30000,74845418,1
33,0,2,2,1,0,0,0,8600,66976246,0
26,1,1,1,1,0,0,0,5000,66188827,0
62,1,1,0,0,1,1,1,11000,61132192,0
61,1,2,0,0,1,0,0,8000,60459730,0
55,1,1,1,1,0,0,0,10000,64565673,0
34,1,2,2,1,0,1,1,6000,59936617,0
34,0,1,1,1,0,1,3,16000,74656327,0
60,1,0,0,0,1,0,0,7000,62136187,0
49,1,1,0,0,1,4,5,5500,74546926,0
49,1,2,0,1,0,1,1,12000,60049952,0
57,1,0,0,1,1,1,2,8000,67336869,0
24,1,0,0,1,0,1,1,15000,67024343,0
22,0,0,0,1,0,0,0,7000,63098102,1
48,1,3,1,1,0,1,1,6000,66767891,0
25,0,0,0,1,0,0,0,15000,62380017,1
33,0,2,2,1,0,0,0,22000,60116612,0
50,1,5,1,1,0,0,0,11000,61231919,1
50,0,2,1,0,1,0,0,7000,62128877,0
50,0,0,0,1,0,1,2,6000,61916221,0
42,1,3,3,1,0,0,0,10000,64463840,0
57,1,1,0,1,0,1,1,7000,61111470,0
33,1,2,2,1,0,0,0,7500,62445612,0
60,1,0,0,0,1,0,0,9600,67544991,0
34,1,1,1,1,0,0,0,10000,61956573,0
38,0,1,1,1,0,0,0,12000,73830621,0
57,1,3,0,0,1,1,1,7000,62944481,0
50,0,0,0,1,1,1,1,20000,63630712,0
29,0,0,0,1,0,0,0,15000,74820722,0
24,1,0,0,1,0,1,2,10000,74641209,0
35,1,3,3,1,0,3,3,4500,74167186,0
35,0,0,0,1,0,0,0,9700,66198702,1
27,0,1,1,1,0,0,0,17000,64839703,1
56,1,1,1,0,1,1,2,8000,67176230,0
25,1,0,0,1,0,1,1,18000,67027203,0
26,0,0,0,1,0,0,0,10000,61531179,0
31,0,2,2,1,0,0,0,12000,62182416,0
47,0,1,0,1,0,0,0,15000,62141067,0
51,1,0,0,1,0,1,1,16000,61422978,0
40,0,2,2,1,0,1,1,10200,62029928,0
29,0,0,0,1,0,1,1,14000,61257920,0
31,0,1,1,1,0,1,1,9000,60095348,0
47,1,0,0,1,0,0,0,5000,62092127,0
27,1,0,0,1,0,1,1,20000,64340247,0
35,1,2,2,1,0,1,1,15000,74954608,0
43,1,2,1,1,0,2,2,20000,66748517,0
54,0,1,1,1,0,0,0,15000,64342099,0
27,0,0,0,1,0,0,0,30000,63994429,0
40,0,2,3,1,0,1,1,25000,63099537,0
42,1,2,2,1,0,0,0,21000,64444016,1
59,1,2,0,1,0,0,0,12000,63003294,0
50,1,1,1,1,0,0,0,12000,61152219,0
53,1,2,1,1,0,0,0,4500,61876626,1
51,1,0,0,1,0,2,2,30000,65251768,0
26,0,0,0,1,0,0,0,16000,64441212,0
51,1,0,0,1,0,0,0,7800,62616666,0
24,0,0,0,1,0,0,0,10000,64469089,0
52,1,0,0,0,1,0,0,15000,74817744,0
64,1,0,0,0,1,1,1,11000,63629479,0
26,1,1,1,1,0,1,2,9000,74524877,0
39,1,1,1,1,0,3,4,15000,66703894,0
45,1,2,1,1,0,3,3,9000,66416374,0
61,1,3,0,0,1,0,0,9000,67425099,0
27,0,0,0,1,0,3,4,17000,67171412,1
43,1,2,1,1,0,0,0,13000,64447814,0
64,1,0,0,1,0,0,0,13000,67218501,0
55,1,0,0,1,0,1,2,12000,67332342,0
43,1,0,0,1,0,0,0,15000,75069539,0
45,0,2,2,1,0,3,4,25000,74274368,0
22,0,0,0,1,0,0,0,30000,61247223,0
41,0,2,2,1,0,3,3,12000,66828069,0
24,1,1,1,1,0,0,0,8000,62437060,1
44,1,2,0,1,0,0,0,7000,62036576,0
31,1,2,2,1,0,3,3,14000,66771438,0
22,0,1,1,1,0,0,0,12000,60106770,0
31,1,0,0,1,0,1,2,9000,67441967,0
41,1,1,0,1,0,1,1,60000,64276329,0
23,1,0,0,1,0,1,1,13000,66077423,0
64,1,2,0,0,1,0,0,9000,62240289,0
